"date","station","location","typ","taxa","abundance","bb"
"2021-05-08","STCB2",10,"sav","Syringodium filiforme","<1%",0
"2021-05-08","STCB2",10,"sav","Ruppia maritima","<1%",0
"2021-05-08","STCB2",10,"sav","Halophila engelmannii","<1%",0
"2021-05-08","STCB2",10,"sav","Halophila decipiens","<1%",0
"2021-05-08","STCB2",20,"mcr","Red","<1%",0
"2021-05-08","STCB2",20,"mcr","Green","<1%",0
"2021-05-08","STCB2",20,"mcr","Brown","<1%",0
"2021-05-08","STCB2",20,"mcr","Cyanobacteria","<1%",0
"2021-05-08","STCB2",20,"sav","Thalassia testudinum","26-50%",3
"2021-05-08","STCB2",20,"sav","Halodule wrightii","<1%",0
"2021-05-08","STCB2",20,"sav","Syringodium filiforme","<1%",0
"2021-05-08","STCB2",20,"sav","Ruppia maritima","<1%",0
"2021-05-08","STCB2",20,"sav","Halophila engelmannii","<1%",0
"2021-05-08","STCB2",20,"sav","Halophila decipiens","<1%",0
"2021-05-08","STCB2",30,"mcr","Red","<1%",0
"2021-05-08","STCB2",30,"mcr","Green","<1%",0
"2021-05-08","STCB2",30,"mcr","Brown","<1%",0
"2021-05-08","STCB2",30,"mcr","Cyanobacteria","<1%",0
"2021-05-08","STCB2",30,"sav","Thalassia testudinum","51-75%",4
"2021-05-08","STCB2",30,"sav","Halodule wrightii","<1%",0
"2021-05-08","STCB2",30,"sav","Syringodium filiforme","6-25%",2
"2021-05-08","STCB2",30,"sav","Ruppia maritima","<1%",0
"2021-05-08","STCB2",30,"sav","Halophila engelmannii","<1%",0
"2021-05-08","STCB2",30,"sav","Halophila decipiens","<1%",0
"2021-05-08","STCB2",40,"mcr","Red","6-25%",2
"2021-05-08","STCB2",40,"mcr","Green","<1%",0
"2021-05-08","STCB2",40,"mcr","Brown","<1%",0
"2021-05-08","STCB2",40,"mcr","Cyanobacteria","<1%",0
"2021-05-08","STCB2",40,"sav","Thalassia testudinum","26-50%",3
"2021-05-08","STCB2",40,"sav","Halodule wrightii","6-25%",2
"2021-05-08","STCB2",40,"sav","Syringodium filiforme","<1%",0
"2021-05-08","STCB2",40,"sav","Ruppia maritima","<1%",0
"2021-05-08","STCB2",40,"sav","Halophila engelmannii","<1%",0
"2021-05-08","STCB2",40,"sav","Halophila decipiens","<1%",0
"2021-05-08","STCB2",50,"mcr","Red","26-50%",3
"2021-05-08","STCB2",50,"mcr","Green","<1%",0
"2021-05-08","STCB2",50,"mcr","Brown","<1%",0
"2021-05-08","STCB2",50,"mcr","Cyanobacteria","<1%",0
"2021-05-08","STCB2",50,"sav","Thalassia testudinum","6-25%",2
"2021-05-08","STCB2",50,"sav","Halodule wrightii","<1%",0
"2021-05-08","STCB2",50,"sav","Syringodium filiforme","76-100%",5
"2021-05-08","STCB2",50,"sav","Ruppia maritima","<1%",0
"2021-05-08","STCB2",50,"sav","Halophila engelmannii","<1%",0
"2021-05-08","STCB2",50,"sav","Halophila decipiens","<1%",0
"2021-05-08","STCB3",0,"mcr","Red","1-5%",1
"2021-05-08","STCB3",0,"mcr","Green","6-25%",2
"2021-05-08","STCB3",0,"mcr","Brown","<1%",0
"2021-05-08","STCB3",0,"mcr","Cyanobacteria","<1%",0
"2021-05-08","STCB3",0,"sav","Thalassia testudinum","1-5%",1
"2021-05-08","STCB3",0,"sav","Halodule wrightii","<1%",0
"2021-05-08","STCB3",0,"sav","Syringodium filiforme","6-25%",2
"2021-05-08","STCB3",0,"sav","Ruppia maritima","<1%",0
"2021-05-08","STCB3",0,"sav","Halophila engelmannii","<1%",0
"2021-05-08","STCB3",0,"sav","Halophila decipiens","<1%",0
"2021-05-08","STCB3",10,"mcr","Red","6-25%",2
"2021-05-08","STCB3",10,"mcr","Green","26-50%",3
"2021-05-08","STCB3",10,"mcr","Brown","<1%",0
"2021-05-08","STCB3",10,"mcr","Cyanobacteria","<1%",0
"2021-05-08","STCB3",10,"sav","Thalassia testudinum","6-25%",2
"2021-05-08","STCB3",10,"sav","Halodule wrightii","<1%",0
"2021-05-08","STCB3",10,"sav","Syringodium filiforme","51-75%",4
"2021-05-08","STCB3",10,"sav","Ruppia maritima","<1%",0
"2021-05-08","STCB3",10,"sav","Halophila engelmannii","<1%",0
"2021-05-08","STCB3",10,"sav","Halophila decipiens","<1%",0
"2021-05-08","STCB3",20,"mcr","Red","1-5%",1
"2021-05-08","STCB3",20,"mcr","Green","<1%",0
"2021-05-08","STCB3",20,"mcr","Brown","<1%",0
"2021-05-08","STCB3",20,"mcr","Cyanobacteria","<1%",0
"2021-05-08","STCB3",20,"sav","Thalassia testudinum","6-25%",2
"2021-05-08","STCB3",20,"sav","Halodule wrightii","<1%",0
"2021-05-08","STCB3",20,"sav","Syringodium filiforme","51-75%",4
"2021-05-08","STCB3",20,"sav","Ruppia maritima","<1%",0
"2021-05-08","STCB3",20,"sav","Halophila engelmannii","<1%",0
"2021-05-08","STCB3",20,"sav","Halophila decipiens","<1%",0
"2021-05-08","STCB3",30,"mcr","Red","1-5%",1
"2021-05-08","STCB3",30,"mcr","Green","6-25%",2
"2021-05-08","STCB3",30,"mcr","Brown","<1%",0
"2021-05-08","STCB3",30,"mcr","Cyanobacteria","<1%",0
"2021-05-08","STCB3",30,"sav","Thalassia testudinum","6-25%",2
"2021-05-08","STCB3",30,"sav","Halodule wrightii","<1%",0
"2021-05-08","STCB3",30,"sav","Syringodium filiforme","51-75%",4
"2021-05-08","STCB3",30,"sav","Ruppia maritima","<1%",0
"2021-05-08","STCB3",30,"sav","Halophila engelmannii","<1%",0
"2021-05-08","STCB3",30,"sav","Halophila decipiens","<1%",0
"2021-05-08","STCB3",40,"mcr","Red","1-5%",1
"2021-05-08","STCB3",40,"mcr","Green","6-25%",2
"2021-05-08","STCB3",40,"mcr","Brown","<1%",0
"2021-05-08","STCB3",40,"mcr","Cyanobacteria","<1%",0
"2021-05-08","STCB3",40,"sav","Thalassia testudinum","51-75%",4
"2021-05-08","STCB3",40,"sav","Halodule wrightii","6-25%",2
"2021-05-08","STCB3",40,"sav","Syringodium filiforme","<1%",0
"2021-05-08","STCB3",40,"sav","Ruppia maritima","<1%",0
"2021-05-08","STCB3",40,"sav","Halophila engelmannii","<1%",0
"2021-05-08","STCB3",40,"sav","Halophila decipiens","<1%",0
"2021-05-08","STCB3",50,"mcr","Red","1-5%",1
"2021-05-08","STCB3",50,"mcr","Green","6-25%",2
"2021-05-08","STCB3",50,"mcr","Brown","<1%",0
"2021-05-08","STCB3",50,"mcr","Cyanobacteria","<1%",0
"2021-05-08","STCB3",50,"sav","Thalassia testudinum","51-75%",4
"2021-05-08","STCB3",50,"sav","Halodule wrightii","26-50%",3
"2021-05-08","STCB3",50,"sav","Syringodium filiforme","<1%",0
"2021-05-08","STCB3",50,"sav","Ruppia maritima","<1%",0
"2021-05-08","STCB3",50,"sav","Halophila engelmannii","<1%",0
"2021-05-08","STCB3",50,"sav","Halophila decipiens","<1%",0
"2021-05-09","SMR1",0,"mcr","Red","26-50%",3
"2021-05-09","SMR1",0,"mcr","Green","<1%",0
"2021-05-09","SMR1",0,"mcr","Brown","<1%",0
"2021-05-09","SMR1",0,"mcr","Cyanobacteria","51-75%",4
"2021-05-09","SMR1",0,"sav","Thalassia testudinum","<1%",0
"2021-05-09","SMR1",0,"sav","Halodule wrightii","<1%",0
"2021-05-09","SMR1",0,"sav","Syringodium filiforme","51-75%",4
"2021-05-09","SMR1",0,"sav","Ruppia maritima","<1%",0
"2021-05-09","SMR1",0,"sav","Halophila engelmannii","<1%",0
"2021-05-09","SMR1",0,"sav","Halophila decipiens","<1%",0
"2021-05-09","SMR1",10,"mcr","Red","6-25%",2
"2021-05-09","SMR1",10,"mcr","Green","<1%",0
"2021-05-09","SMR1",10,"mcr","Brown","<1%",0
"2021-05-09","SMR1",10,"mcr","Cyanobacteria","51-75%",4
"2021-05-09","SMR1",10,"sav","Thalassia testudinum","<1%",0
"2021-05-09","SMR1",10,"sav","Halodule wrightii","<1%",0
"2021-05-09","SMR1",10,"sav","Syringodium filiforme","51-75%",4
"2021-05-09","SMR1",10,"sav","Ruppia maritima","<1%",0
"2021-05-09","SMR1",10,"sav","Halophila engelmannii","<1%",0
"2021-05-09","SMR1",10,"sav","Halophila decipiens","<1%",0
"2021-05-09","SMR1",20,"mcr","Red","6-25%",2
"2021-05-09","SMR1",20,"mcr","Green","<1%",0
"2021-05-09","SMR1",20,"mcr","Brown","<1%",0
"2021-05-09","SMR1",20,"mcr","Cyanobacteria","51-75%",4
"2021-05-09","SMR1",20,"sav","Thalassia testudinum","6-25%",2
"2021-05-09","SMR1",20,"sav","Halodule wrightii","<1%",0
"2021-05-09","SMR1",20,"sav","Syringodium filiforme","51-75%",4
"2021-05-09","SMR1",20,"sav","Ruppia maritima","<1%",0
"2021-05-09","SMR1",20,"sav","Halophila engelmannii","<1%",0
"2021-05-09","SMR1",20,"sav","Halophila decipiens","<1%",0
"2021-05-09","SMR1",30,"mcr","Red","6-25%",2
"2021-05-09","SMR1",30,"mcr","Green","<1%",0
"2021-05-09","SMR1",30,"mcr","Brown","<1%",0
"2021-05-09","SMR1",30,"mcr","Cyanobacteria","51-75%",4
"2021-05-09","SMR1",30,"sav","Thalassia testudinum","1-5%",1
"2021-05-09","SMR1",30,"sav","Halodule wrightii","<1%",0
"2021-05-09","SMR1",30,"sav","Syringodium filiforme","51-75%",4
"2021-05-09","SMR1",30,"sav","Ruppia maritima","<1%",0
"2021-05-09","SMR1",30,"sav","Halophila engelmannii","<1%",0
"2021-05-09","SMR1",30,"sav","Halophila decipiens","<1%",0
"2021-05-09","SMR1",40,"mcr","Red","6-25%",2
"2021-05-09","SMR1",40,"mcr","Green","<1%",0
"2021-05-09","SMR1",40,"mcr","Brown","<1%",0
"2021-05-09","SMR1",40,"mcr","Cyanobacteria","76-100%",5
"2021-05-09","SMR1",40,"sav","Thalassia testudinum","<1%",0
"2021-05-09","SMR1",40,"sav","Halodule wrightii","<1%",0
"2021-05-09","SMR1",40,"sav","Syringodium filiforme","51-75%",4
"2021-05-09","SMR1",40,"sav","Ruppia maritima","<1%",0
"2021-05-09","SMR1",40,"sav","Halophila engelmannii","<1%",0
"2021-05-09","SMR1",40,"sav","Halophila decipiens","<1%",0
"2021-05-09","SMR1",50,"mcr","Red","26-50%",3
"2021-05-09","SMR1",50,"mcr","Green","<1%",0
"2021-05-09","SMR1",50,"mcr","Brown","<1%",0
"2021-05-09","SMR1",50,"mcr","Cyanobacteria","<1%",0
"2021-05-09","SMR1",50,"sav","Thalassia testudinum","51-75%",4
"2021-05-09","SMR1",50,"sav","Halodule wrightii","<1%",0
"2021-05-09","SMR1",50,"sav","Syringodium filiforme","<1%",0
"2021-05-09","SMR1",50,"sav","Ruppia maritima","<1%",0
"2021-05-09","SMR1",50,"sav","Halophila engelmannii","<1%",0
"2021-05-09","SMR1",50,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS1",0,"mcr","Red","<1%",0
"2021-05-10","AMS1",0,"mcr","Green","<1%",0
"2021-05-10","AMS1",0,"mcr","Brown","<1%",0
"2021-05-10","AMS1",0,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS1",0,"sav","Thalassia testudinum","<1%",0
"2021-05-10","AMS1",0,"sav","Halodule wrightii","6-25%",2
"2021-05-10","AMS1",0,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS1",0,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS1",0,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS1",0,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS1",10,"mcr","Red","6-25%",2
"2021-05-10","AMS1",10,"mcr","Green","<1%",0
"2021-05-10","AMS1",10,"mcr","Brown","<1%",0
"2021-05-10","AMS1",10,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS1",10,"sav","Thalassia testudinum","51-75%",4
"2021-05-10","AMS1",10,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS1",10,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS1",10,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS1",10,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS1",10,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS1",20,"mcr","Red","76-100%",5
"2021-05-10","AMS1",20,"mcr","Green","<1%",0
"2021-05-10","AMS1",20,"mcr","Brown","<1%",0
"2021-05-10","AMS1",20,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS1",20,"sav","Thalassia testudinum","6-25%",2
"2021-05-10","AMS1",20,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS1",20,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS1",20,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS1",20,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS1",20,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS1",30,"mcr","Red","<1%",0
"2021-05-10","AMS1",30,"mcr","Green","<1%",0
"2021-05-10","AMS1",30,"mcr","Brown","<1%",0
"2021-05-10","AMS1",30,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS1",30,"sav","Thalassia testudinum","<1%",0
"2021-05-10","AMS1",30,"sav","Halodule wrightii","76-100%",5
"2021-05-10","AMS1",30,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS1",30,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS1",30,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS1",30,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS1",40,"mcr","Red","<1%",0
"2021-05-10","AMS1",40,"mcr","Green","<1%",0
"2021-05-10","AMS1",40,"mcr","Brown","<1%",0
"2021-05-10","AMS1",40,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS1",40,"sav","Thalassia testudinum","<1%",0
"2021-05-10","AMS1",40,"sav","Halodule wrightii","51-75%",4
"2021-05-10","AMS1",40,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS1",40,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS1",40,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS1",40,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS1",50,"mcr","Red","1-5%",1
"2021-05-10","AMS1",50,"mcr","Green","<1%",0
"2021-05-10","AMS1",50,"mcr","Brown","<1%",0
"2021-05-10","AMS1",50,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS1",50,"sav","Thalassia testudinum","<1%",0
"2021-05-10","AMS1",50,"sav","Halodule wrightii","51-75%",4
"2021-05-10","AMS1",50,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS1",50,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS1",50,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS1",50,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS2",0,"mcr","Red","76-100%",5
"2021-05-10","AMS2",0,"mcr","Green","<1%",0
"2021-05-10","AMS2",0,"mcr","Brown","<1%",0
"2021-05-10","AMS2",0,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS2",0,"sav","Thalassia testudinum","76-100%",5
"2021-05-10","AMS2",0,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS2",0,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS2",0,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS2",0,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS2",0,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS2",10,"mcr","Red","76-100%",5
"2021-05-10","AMS2",10,"mcr","Green","<1%",0
"2021-05-10","AMS2",10,"mcr","Brown","<1%",0
"2021-05-10","AMS2",10,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS2",10,"sav","Thalassia testudinum","76-100%",5
"2021-05-10","AMS2",10,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS2",10,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS2",10,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS2",10,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS2",10,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS2",20,"mcr","Red","51-75%",4
"2021-05-10","AMS2",20,"mcr","Green","<1%",0
"2021-05-10","AMS2",20,"mcr","Brown","<1%",0
"2021-05-10","AMS2",20,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS2",20,"sav","Thalassia testudinum","76-100%",5
"2021-05-10","AMS2",20,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS2",20,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS2",20,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS2",20,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS2",20,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS2",30,"mcr","Red","51-75%",4
"2021-05-10","AMS2",30,"mcr","Green","<1%",0
"2021-05-10","AMS2",30,"mcr","Brown","<1%",0
"2021-05-10","AMS2",30,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS2",30,"sav","Thalassia testudinum","76-100%",5
"2021-05-10","AMS2",30,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS2",30,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS2",30,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS2",30,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS2",30,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS2",40,"mcr","Red","51-75%",4
"2021-05-10","AMS2",40,"mcr","Green","<1%",0
"2021-05-10","AMS2",40,"mcr","Brown","<1%",0
"2021-05-10","AMS2",40,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS2",40,"sav","Thalassia testudinum","76-100%",5
"2021-05-10","AMS2",40,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS2",40,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS2",40,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS2",40,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS2",40,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS2",50,"mcr","Red","6-25%",2
"2021-05-10","AMS2",50,"mcr","Green","<1%",0
"2021-05-10","AMS2",50,"mcr","Brown","<1%",0
"2021-05-10","AMS2",50,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS2",50,"sav","Thalassia testudinum","76-100%",5
"2021-05-10","AMS2",50,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS2",50,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS2",50,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS2",50,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS2",50,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS3",0,"mcr","Red","76-100%",5
"2021-05-10","AMS3",0,"mcr","Green","<1%",0
"2021-05-10","AMS3",0,"mcr","Brown","<1%",0
"2021-05-10","AMS3",0,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS3",0,"sav","Thalassia testudinum","76-100%",5
"2021-05-10","AMS3",0,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS3",0,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS3",0,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS3",0,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS3",0,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS3",10,"mcr","Red","76-100%",5
"2021-05-10","AMS3",10,"mcr","Green","<1%",0
"2021-05-10","AMS3",10,"mcr","Brown","<1%",0
"2021-05-10","AMS3",10,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS3",10,"sav","Thalassia testudinum","76-100%",5
"2021-05-10","AMS3",10,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS3",10,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS3",10,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS3",10,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS3",10,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS3",20,"mcr","Red","26-50%",3
"2021-05-10","AMS3",20,"mcr","Green","<1%",0
"2021-05-10","AMS3",20,"mcr","Brown","<1%",0
"2021-05-10","AMS3",20,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS3",20,"sav","Thalassia testudinum","76-100%",5
"2021-05-10","AMS3",20,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS3",20,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS3",20,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS3",20,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS3",20,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS3",30,"mcr","Red","26-50%",3
"2021-05-10","AMS3",30,"mcr","Green","<1%",0
"2021-05-10","AMS3",30,"mcr","Brown","<1%",0
"2021-05-10","AMS3",30,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS3",30,"sav","Thalassia testudinum","76-100%",5
"2021-05-10","AMS3",30,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS3",30,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS3",30,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS3",30,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS3",30,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS3",40,"mcr","Red","26-50%",3
"2021-05-10","AMS3",40,"mcr","Green","<1%",0
"2021-05-10","AMS3",40,"mcr","Brown","<1%",0
"2021-05-10","AMS3",40,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS3",40,"sav","Thalassia testudinum","76-100%",5
"2021-05-10","AMS3",40,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS3",40,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS3",40,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS3",40,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS3",40,"sav","Halophila decipiens","<1%",0
"2021-05-10","AMS3",50,"mcr","Red","26-50%",3
"2021-05-10","AMS3",50,"mcr","Green","<1%",0
"2021-05-10","AMS3",50,"mcr","Brown","<1%",0
"2021-05-10","AMS3",50,"mcr","Cyanobacteria","<1%",0
"2021-05-10","AMS3",50,"sav","Thalassia testudinum","26-50%",3
"2021-05-10","AMS3",50,"sav","Halodule wrightii","<1%",0
"2021-05-10","AMS3",50,"sav","Syringodium filiforme","<1%",0
"2021-05-10","AMS3",50,"sav","Ruppia maritima","<1%",0
"2021-05-10","AMS3",50,"sav","Halophila engelmannii","<1%",0
"2021-05-10","AMS3",50,"sav","Halophila decipiens","<1%",0
"2021-05-10","PSB1",0,"mcr","Red","26-50%",3
"2021-05-10","PSB1",0,"mcr","Green","<1%",0
"2021-05-10","PSB1",0,"mcr","Brown","<1%",0
"2021-05-10","PSB1",0,"mcr","Cyanobacteria","<1%",0
"2021-05-10","PSB1",0,"sav","Thalassia testudinum","<1%",0
"2021-05-10","PSB1",0,"sav","Halodule wrightii","76-100%",5
"2021-05-10","PSB1",0,"sav","Syringodium filiforme","<1%",0
"2021-05-10","PSB1",0,"sav","Ruppia maritima","<1%",0
"2021-05-10","PSB1",0,"sav","Halophila engelmannii","<1%",0
"2021-05-10","PSB1",0,"sav","Halophila decipiens","<1%",0
"2021-05-10","PSB1",10,"mcr","Red","76-100%",5
"2021-05-10","PSB1",10,"mcr","Green","<1%",0
"2021-05-10","PSB1",10,"mcr","Brown","<1%",0
"2021-05-10","PSB1",10,"mcr","Cyanobacteria","<1%",0
"2021-05-10","PSB1",10,"sav","Thalassia testudinum","76-100%",5
"2021-05-10","PSB1",10,"sav","Halodule wrightii","<1%",0
"2021-05-10","PSB1",10,"sav","Syringodium filiforme","<1%",0
"2021-05-10","PSB1",10,"sav","Ruppia maritima","<1%",0
"2021-05-10","PSB1",10,"sav","Halophila engelmannii","<1%",0
"2021-05-10","PSB1",10,"sav","Halophila decipiens","<1%",0
"2021-05-10","PSB1",20,"mcr","Red","26-50%",3
"2021-05-10","PSB1",20,"mcr","Green","<1%",0
"2021-05-10","PSB1",20,"mcr","Brown","<1%",0
"2021-05-10","PSB1",20,"mcr","Cyanobacteria","<1%",0
"2021-05-10","PSB1",20,"sav","Thalassia testudinum","51-75%",4
"2021-05-10","PSB1",20,"sav","Halodule wrightii","<1%",0
"2021-05-10","PSB1",20,"sav","Syringodium filiforme","<1%",0
"2021-05-10","PSB1",20,"sav","Ruppia maritima","<1%",0
"2021-05-10","PSB1",20,"sav","Halophila engelmannii","<1%",0
"2021-05-10","PSB1",20,"sav","Halophila decipiens","<1%",0
"2021-05-10","PSB1",30,"mcr","Red","6-25%",2
"2021-05-10","PSB1",30,"mcr","Green","<1%",0
"2021-05-10","PSB1",30,"mcr","Brown","<1%",0
"2021-05-10","PSB1",30,"mcr","Cyanobacteria","<1%",0
"2021-05-10","PSB1",30,"sav","Thalassia testudinum","26-50%",3
"2021-05-10","PSB1",30,"sav","Halodule wrightii","<1%",0
"2021-05-10","PSB1",30,"sav","Syringodium filiforme","<1%",0
"2021-05-10","PSB1",30,"sav","Ruppia maritima","<1%",0
"2021-05-10","PSB1",30,"sav","Halophila engelmannii","<1%",0
"2021-05-10","PSB1",30,"sav","Halophila decipiens","<1%",0
"2021-05-10","PSB1",40,"mcr","Red","76-100%",5
"2021-05-10","PSB1",40,"mcr","Green","<1%",0
"2021-05-10","PSB1",40,"mcr","Brown","<1%",0
"2021-05-10","PSB1",40,"mcr","Cyanobacteria","<1%",0
"2021-05-10","PSB1",40,"sav","Thalassia testudinum","26-50%",3
"2021-05-10","PSB1",40,"sav","Halodule wrightii","<1%",0
"2021-05-10","PSB1",40,"sav","Syringodium filiforme","<1%",0
"2021-05-10","PSB1",40,"sav","Ruppia maritima","<1%",0
"2021-05-10","PSB1",40,"sav","Halophila engelmannii","<1%",0
"2021-05-10","PSB1",40,"sav","Halophila decipiens","<1%",0
"2021-05-10","PSB1",50,"mcr","Red","6-25%",2
"2021-05-10","PSB1",50,"mcr","Green","<1%",0
"2021-05-10","PSB1",50,"mcr","Brown","<1%",0
"2021-05-10","PSB1",50,"mcr","Cyanobacteria","<1%",0
"2021-05-10","PSB1",50,"sav","Thalassia testudinum","26-50%",3
"2021-05-10","PSB1",50,"sav","Halodule wrightii","<1%",0
"2021-05-10","PSB1",50,"sav","Syringodium filiforme","<1%",0
"2021-05-10","PSB1",50,"sav","Ruppia maritima","<1%",0
"2021-05-10","PSB1",50,"sav","Halophila engelmannii","<1%",0
"2021-05-10","PSB1",50,"sav","Halophila decipiens","<1%",0
"2021-05-10","PSB3",0,"mcr","Red","76-100%",5
"2021-05-10","PSB3",0,"mcr","Green","<1%",0
"2021-05-10","PSB3",0,"mcr","Brown","<1%",0
"2021-05-10","PSB3",0,"mcr","Cyanobacteria","<1%",0
"2021-05-10","PSB3",0,"sav","Thalassia testudinum","<1%",0
"2021-05-10","PSB3",0,"sav","Halodule wrightii","1-5%",1
"2021-05-10","PSB3",0,"sav","Syringodium filiforme","<1%",0
"2021-05-10","PSB3",0,"sav","Ruppia maritima","<1%",0
"2021-05-10","PSB3",0,"sav","Halophila engelmannii","<1%",0
"2021-05-10","PSB3",0,"sav","Halophila decipiens","<1%",0
"2021-05-10","PSB3",10,"mcr","Red","76-100%",5
"2021-05-10","PSB3",10,"mcr","Green","<1%",0
"2021-05-10","PSB3",10,"mcr","Brown","<1%",0
"2021-05-10","PSB3",10,"mcr","Cyanobacteria","<1%",0
"2021-05-10","PSB3",10,"sav","Thalassia testudinum","<1%",0
"2021-05-10","PSB3",10,"sav","Halodule wrightii","<1%",0
